Gender,CGPA,Internships,Projects,Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
Male,7.6,2,1,1,61.9,6.7,No,No,79.0,75.5,Yes
Male,7.16,2,2,0,45.4,7.7,No,Yes,70.4,70.7,No
Female,6.35,3,3,0,,7.3,Yes,Yes,97.8,71.7,Yes
Female,8.49,0,2,1,36.7,8.7,No,Yes,80.9,66.5,No
Male,7.26,0,0,2,59.0,5.7,No,Yes,67.7,77.9,Yes
Male,9.25,1,3,3,51.2,5.5,No,Yes,94.1,59.3,Yes
Male,5.57,2,1,2,63.5,5.9,No,Yes,73.4,79.2,No
Male,6.64,1,1,0,63.0,5.1,No,Yes,71.4,71.9,No
Male,7.23,0,1,0,50.7,6.6,Yes,No,74.6,70.9,No
Female,8.34,1,2,2,81.0,6.7,No,No,79.3,89.2,No
Male,7.6,2,1,2,63.0,6.0,Yes,Yes,71.0,72.7,Yes
Female,7.51,1,0,0,83.3,7.3,Yes,No,93.1,72.2,Yes
Male,6.07,0,3,2,47.5,7.4,No,Yes,72.5,67.1,No
Female,6.04,2,0,1,48.8,5.4,No,Yes,71.2,68.0,No
Female,7.52,3,3,1,48.4,7.4,No,No,64.0,87.4,Yes
Female,5.84,2,1,2,72.8,4.8,Yes,Yes,76.2,85.5,No
Female,6.67,1,2,2,91.2,5.1,No,No,55.1,70.2,No
Female,7.7,1,1,2,60.4,8.6,Yes,Yes,64.8,93.3,Yes
Female,6.22,3,2,0,30.3,6.2,No,Yes,78.5,66.7,No
Male,8.81,1,2,3,72.1,6.2,Yes,Yes,76.6,77.2,Yes
Female,8.42,3,4,2,75.0,9.0,No,Yes,77.8,75.9,Yes
Male,5.63,2,2,1,49.5,6.8,Yes,Yes,74.1,65.2,Yes
Female,6.27,1,4,5,73.5,6.1,No,Yes,67.9,76.0,Yes
Female,4.91,0,0,1,77.2,5.2,No,Yes,44.1,64.4,No
Male,6.42,1,1,0,34.3,7.2,No,Yes,75.5,84.7,No
Female,7.97,0,2,2,81.7,8.7,Yes,Yes,56.3,74.6,Yes
Male,6.79,1,1,1,82.7,6.4,Yes,Yes,62.8,70.4,Yes
Male,7.66,1,3,0,60.4,8.4,No,Yes,78.5,69.9,Yes
Male,5.68,0,2,2,74.7,6.3,No,No,79.3,76.1,No
Male,8.0,1,2,3,94.6,5.4,Yes,Yes,80.6,50.7,Yes
Female,6.64,1,5,1,55.1,5.8,No,Yes,68.9,79.4,No
Female,7.21,2,1,2,82.4,5.4,No,No,72.0,69.1,No
Male,7.11,0,2,2,68.7,8.6,Yes,No,76.2,62.3,No
Female,5.93,1,2,1,47.9,8.2,Yes,Yes,75.9,65.4,Yes
Female,6.05,0,1,1,37.7,7.1,Yes,Yes,75.1,75.3,Yes
Male,8.17,3,3,1,75.8,2.9,No,Yes,64.8,65.1,Yes
Female,7.6,0,2,0,45.4,8.7,Yes,Yes,69.1,68.2,No
Male,8.25,0,2,4,79.5,5.9,No,Yes,78.7,89.3,Yes
Male,7.52,1,2,0,32.2,5.6,Yes,Yes,81.5,63.4,Yes
Female,7.34,2,2,3,67.2,6.0,Yes,No,77.3,55.7,No
Female,5.47,1,2,1,60.2,6.6,Yes,No,77.4,67.9,No
Female,6.93,0,1,2,90.2,7.1,No,No,95.4,63.3,No
Male,7.17,0,2,1,68.4,8.1,No,Yes,88.8,83.6,Yes
Male,9.15,0,4,0,74.2,7.3,Yes,No,70.5,63.8,Yes
Female,7.89,2,1,1,58.5,6.5,Yes,Yes,94.3,59.8,Yes
Female,8.74,2,1,2,62.3,5.9,Yes,No,83.6,81.7,Yes
Female,7.8,0,2,0,80.8,5.2,Yes,Yes,91.8,67.1,Yes
Female,6.49,4,3,0,65.2,7.1,Yes,No,81.8,86.3,Yes
Male,7.32,1,6,2,51.2,7.3,No,No,68.0,66.6,No
Female,7.44,1,1,1,,5.4,No,No,81.3,53.5,No
Male,6.26,1,5,3,90.3,4.9,No,Yes,70.8,60.0,Yes
Male,6.82,1,1,2,87.5,7.7,Yes,Yes,83.3,46.4,Yes
Female,6.99,1,6,1,84.4,5.9,No,Yes,60.2,44.8,Yes
Female,8.81,1,1,3,60.8,4.7,No,Yes,78.8,71.8,No
Female,5.12,3,1,2,50.3,5.1,No,No,78.9,78.7,No
Male,8.41,2,5,1,47.2,7.3,No,Yes,86.3,83.6,Yes
Female,6.26,0,3,2,45.4,8.9,No,Yes,84.6,73.9,No
Female,5.83,1,0,3,63.6,8.0,Yes,No,70.9,81.4,Yes
Male,8.38,3,1,0,91.6,3.7,No,No,69.6,66.7,No
Female,7.93,1,5,1,40.2,6.4,Yes,No,68.6,77.0,No
Male,8.45,0,2,3,65.3,7.7,No,Yes,72.4,52.8,Yes
Female,8.0,1,1,2,60.2,4.3,No,No,72.9,67.4,No
Male,9.26,3,1,1,47.4,8.9,Yes,No,84.7,83.8,Yes
Female,7.76,5,2,4,61.2,3.8,No,Yes,55.9,66.4,Yes
Female,7.04,3,3,4,84.3,7.4,Yes,Yes,60.2,69.8,Yes
Male,7.54,1,4,3,68.4,6.0,Yes,Yes,60.9,84.4,Yes
Male,8.44,1,0,2,74.4,6.8,No,Yes,73.8,75.5,Yes
Female,6.42,1,3,2,81.0,6.6,No,Yes,80.9,56.8,Yes
Male,6.55,2,0,1,70.8,5.2,No,No,78.5,82.4,No
Male,6.89,0,1,2,59.5,7.3,No,No,65.3,84.3,No
Male,5.1,1,1,0,66.5,6.2,No,No,84.4,62.0,No
Male,7.34,1,1,3,48.9,7.4,No,No,86.3,85.1,No
Female,5.31,1,3,1,65.9,5.5,No,Yes,82.6,74.2,Yes
Female,7.25,3,2,1,66.8,6.1,No,Yes,70.3,72.8,No
Male,8.07,1,2,0,84.8,7.3,No,No,74.9,56.6,Yes
Male,6.72,1,3,1,60.1,5.4,Yes,Yes,85.1,81.0,Yes
Male,8.88,1,2,0,60.1,8.3,Yes,No,74.6,78.2,Yes
Male,5.74,1,3,1,42.3,6.9,Yes,No,76.4,79.9,Yes
Female,8.39,2,0,3,74.7,9.5,Yes,No,78.9,78.1,Yes
Female,7.88,0,0,1,43.0,6.3,No,Yes,73.2,73.8,No
Male,5.48,0,4,1,57.5,6.9,No,No,70.1,66.3,No
Male,9.91,3,1,1,54.3,6.2,No,Yes,79.2,83.3,Yes
Male,7.14,3,4,0,78.4,6.5,No,Yes,82.0,52.3,Yes
Female,,1,5,3,72.3,7.3,No,No,62.5,85.3,No
Male,5.79,0,1,1,75.6,8.9,No,No,74.7,73.9,No
Female,6.98,2,2,1,79.2,8.6,No,Yes,65.9,60.1,Yes
Male,7.07,0,1,1,55.4,7.7,No,No,74.6,64.4,No
Female,7.3,0,1,1,52.0,4.9,Yes,Yes,88.1,67.6,No
Male,6.9,1,1,3,39.7,5.9,No,No,80.4,86.8,No
Female,7.83,1,0,0,66.9,7.4,No,No,73.3,69.9,No
Male,6.81,1,1,0,53.3,5.3,No,No,95.7,78.4,No
Male,5.27,1,2,2,71.8,6.5,Yes,Yes,58.2,86.8,Yes
Male,7.05,1,1,0,82.4,6.7,Yes,Yes,69.5,77.0,Yes
Female,4.83,1,2,2,79.0,9.2,Yes,No,76.6,66.3,Yes
Male,7.55,0,1,2,66.8,6.3,Yes,Yes,65.1,70.1,Yes
Female,6.22,1,6,2,66.2,4.1,Yes,No,60.7,61.8,No
Female,7.36,0,2,3,64.9,7.7,No,No,85.2,68.8,Yes
Male,8.51,2,4,1,96.9,8.1,No,Yes,91.0,59.7,Yes
Male,6.25,2,2,0,56.3,9.9,No,Yes,68.8,61.6,Yes
Male,8.26,2,0,3,66.2,5.8,No,No,97.8,76.8,No
Female,6.77,0,2,4,62.3,4.4,No,No,51.0,64.0,No
Male,8.95,1,3,2,53.3,7.0,No,Yes,76.2,72.0,Yes
Female,6.83,1,1,1,59.3,7.3,Yes,Yes,63.7,59.7,Yes
Female,6.36,0,2,4,65.4,7.4,Yes,No,74.8,84.2,Yes
Male,7.89,0,3,3,47.2,5.9,No,No,75.7,73.2,No
Male,6.76,0,2,1,89.7,7.1,Yes,No,74.0,85.0,No
Male,6.36,2,1,1,75.9,6.7,No,No,62.3,70.3,No
Male,6.72,3,1,1,81.4,5.7,No,No,76.3,63.1,Yes
Male,7.16,5,2,1,62.6,4.9,Yes,Yes,75.0,65.7,Yes
Male,8.54,2,1,1,60.3,6.0,No,No,77.2,69.6,No
Female,5.27,2,1,3,61.8,6.4,Yes,Yes,60.4,75.1,No
Female,7.22,1,2,1,54.6,7.5,Yes,Yes,88.7,68.2,Yes
Female,7.82,2,3,1,84.5,6.5,No,No,68.0,74.3,No
Male,7.39,1,3,3,86.0,5.7,No,Yes,78.6,65.3,No
Female,8.51,1,3,5,73.2,7.3,No,No,80.1,68.2,Yes
Female,7.13,1,1,2,90.5,6.4,No,Yes,80.3,86.4,Yes
Female,7.02,1,0,3,100.0,5.5,Yes,No,64.0,66.8,Yes
Female,7.79,1,0,1,92.7,7.0,Yes,Yes,55.2,61.4,Yes
Female,7.3,1,2,1,58.0,7.5,Yes,No,92.0,79.6,Yes
Male,6.81,2,5,3,28.7,6.4,No,Yes,86.5,44.9,No
Male,7.72,3,2,2,76.1,9.0,No,Yes,91.9,88.1,Yes
Female,6.55,0,1,3,71.4,8.4,No,Yes,75.3,70.4,Yes
Female,6.59,2,5,0,66.6,7.3,No,No,83.5,72.9,Yes
Female,6.67,1,4,1,61.5,6.0,Yes,No,65.4,64.0,Yes
Male,8.55,0,0,1,85.3,3.8,Yes,Yes,78.5,78.6,Yes
Male,4.0,2,2,0,41.8,4.7,Yes,Yes,75.1,65.0,No
Female,7.6,2,2,1,88.0,7.8,Yes,Yes,77.9,74.8,Yes
Male,7.23,0,3,1,91.0,5.1,Yes,No,74.7,80.7,No
Male,5.52,0,2,1,67.3,7.1,No,Yes,85.1,82.3,No
Female,7.51,3,1,1,69.3,5.2,Yes,Yes,65.6,77.0,Yes
Male,7.68,1,1,0,47.2,6.2,Yes,No,70.9,69.1,Yes
Male,7.79,1,2,2,80.1,5.8,No,Yes,75.4,96.0,Yes
Female,4.55,2,4,1,84.1,7.8,Yes,No,82.8,65.7,No
Male,8.57,1,1,1,76.5,7.9,No,No,80.4,73.3,Yes
Male,6.46,1,0,1,46.4,4.1,No,Yes,88.0,54.7,Yes
Female,7.89,0,3,0,40.9,8.5,Yes,Yes,92.2,68.6,Yes
Male,7.94,2,3,1,61.4,6.1,Yes,No,82.1,68.1,Yes
Male,6.32,3,1,3,66.2,8.1,No,No,77.5,69.4,No
Female,7.86,0,3,3,80.2,8.5,No,No,63.6,66.5,No
Female,6.81,0,2,1,61.4,5.7,Yes,No,59.5,73.6,No
Female,5.13,2,0,1,80.9,8.9,No,Yes,60.5,84.8,Yes
Male,8.37,1,0,0,81.9,3.8,No,No,64.7,53.3,No
Female,6.42,1,2,4,72.1,4.9,Yes,Yes,81.3,91.2,No
Male,6.35,0,2,1,78.0,5.9,No,Yes,61.0,76.6,Yes
Female,6.8,1,2,2,58.8,5.0,Yes,Yes,88.7,74.5,Yes
Male,7.47,0,1,0,47.9,4.3,Yes,Yes,75.2,63.8,Yes
Female,7.14,0,3,0,56.5,8.0,No,Yes,63.4,78.4,Yes
Female,7.75,0,1,3,52.5,5.8,Yes,No,90.6,69.1,No
Female,5.86,3,2,2,83.2,6.6,No,Yes,88.0,82.0,Yes
Female,6.46,0,2,2,77.9,7.5,Yes,Yes,84.5,83.5,Yes
Male,7.08,1,2,0,34.5,8.1,Yes,No,76.0,68.5,No
Female,9.1,1,1,1,67.7,8.8,Yes,Yes,81.1,63.4,No
Female,7.09,1,2,2,38.2,5.2,No,Yes,57.3,63.8,No
Male,8.29,0,4,1,48.7,8.8,No,No,68.4,70.0,No
Female,7.24,2,1,3,77.5,6.7,No,No,69.0,80.4,Yes
Male,6.72,0,4,2,39.1,6.8,No,Yes,57.3,70.9,No
Female,6.95,3,2,0,44.5,6.1,No,Yes,73.5,55.2,No
Female,7.03,1,1,2,49.6,7.0,No,No,77.8,56.3,No
Female,7.8,1,2,2,41.2,8.8,No,No,66.1,71.7,No
Male,8.57,0,1,1,43.7,7.5,Yes,No,72.8,77.9,Yes
Female,7.56,0,2,3,64.2,8.1,No,No,69.8,65.5,No
Female,8.39,2,2,2,39.7,5.2,No,Yes,62.4,58.1,No
Female,6.24,2,3,2,61.3,5.9,No,Yes,80.6,81.3,No
Male,6.79,2,4,0,65.1,6.6,Yes,Yes,84.5,50.7,No
Male,6.48,1,1,4,76.3,7.3,No,Yes,83.1,83.0,Yes
Female,7.51,1,1,1,78.9,7.0,Yes,Yes,74.9,84.3,Yes
Male,6.84,1,0,0,44.4,9.2,No,Yes,65.4,83.8,No
Female,7.93,0,0,1,45.1,5.5,No,No,71.3,77.8,No
Female,6.27,2,2,1,44.3,7.2,Yes,Yes,83.2,78.2,Yes
Female,7.24,1,2,0,76.9,7.3,Yes,Yes,78.5,80.9,Yes
Female,7.89,3,0,1,70.2,5.9,Yes,Yes,63.6,77.8,No
Female,5.13,0,3,0,59.7,6.4,No,Yes,76.2,60.4,No
Female,9.32,0,2,2,47.1,5.5,No,Yes,74.7,72.4,Yes
Female,6.92,0,1,1,67.3,6.9,No,No,71.6,64.1,No
Male,5.17,2,5,1,85.5,4.5,No,No,75.2,79.3,No
Male,7.36,1,2,1,84.6,9.0,No,No,66.6,70.3,Yes
Male,7.23,1,1,3,,6.1,Yes,Yes,84.5,60.5,Yes
Male,7.12,1,3,3,81.1,,Yes,Yes,77.5,84.5,Yes
Male,8.19,1,5,3,42.7,3.9,No,Yes,85.4,93.8,No
Male,7.95,1,2,1,59.0,6.0,No,No,61.2,63.8,No
Male,7.5,1,1,2,57.2,6.1,No,No,75.7,62.5,No
Female,7.65,3,2,2,69.0,7.0,No,Yes,92.6,59.6,Yes
Female,7.1,1,3,2,50.0,6.2,Yes,Yes,68.5,54.4,Yes
Female,8.98,2,1,1,66.5,10.0,Yes,Yes,85.5,76.3,Yes
Female,5.72,0,1,0,48.8,4.6,No,Yes,76.5,75.1,No
Male,7.34,0,0,2,67.6,7.4,Yes,Yes,85.8,63.3,Yes
Male,7.27,1,3,1,45.2,7.1,No,Yes,70.0,75.5,No
Female,8.01,0,1,2,59.0,4.5,Yes,No,88.4,60.5,No
Female,6.36,0,2,3,65.1,6.0,Yes,No,80.6,79.2,Yes
Male,5.46,1,2,1,61.2,10.0,No,Yes,65.4,84.2,Yes
Female,7.36,1,2,0,77.7,5.7,No,Yes,83.5,77.1,Yes
Female,7.48,0,3,0,31.1,9.5,No,Yes,86.4,75.0,Yes
Female,8.69,1,2,1,67.6,6.3,Yes,No,87.9,69.6,Yes
Female,5.93,1,2,1,52.5,6.5,Yes,Yes,62.1,78.9,No
Male,8.35,0,4,1,73.9,5.9,Yes,No,77.1,92.2,Yes
Female,9.57,2,0,0,65.5,5.0,No,Yes,97.4,73.7,Yes
Female,6.82,2,2,1,81.3,4.7,Yes,No,78.5,65.7,Yes
Male,5.91,3,1,0,61.5,5.6,No,Yes,55.4,66.5,Yes
Male,6.79,1,2,6,83.5,7.6,Yes,No,81.0,71.4,Yes
Female,7.21,0,3,2,67.3,7.3,No,No,84.5,80.3,No
Male,7.76,1,4,0,45.6,5.9,No,No,88.9,84.8,Yes
Female,6.61,3,0,3,52.8,9.3,No,No,69.0,74.1,No
Female,8.76,0,1,0,56.2,5.2,Yes,Yes,61.7,75.3,No
Male,6.09,2,1,1,66.7,7.2,No,No,86.8,68.8,No
Female,5.46,0,1,1,78.5,4.5,No,Yes,74.0,74.7,No
Female,8.31,0,4,0,74.2,,No,Yes,72.8,71.2,No
Female,4.93,0,3,2,75.0,7.3,No,Yes,66.2,73.2,No
Female,7.0,1,2,0,,6.2,No,No,77.8,64.7,No
Male,10.0,3,3,5,78.2,6.6,No,No,68.6,66.8,Yes
Male,7.19,0,3,2,66.6,5.8,Yes,No,58.8,80.8,No
Female,6.08,2,3,0,76.9,7.9,No,Yes,67.8,58.2,Yes
Male,7.14,2,4,1,42.8,7.8,No,No,68.1,74.5,No
Female,7.15,0,3,4,71.8,7.2,No,No,58.3,78.5,No
Female,7.36,1,3,3,55.8,7.6,Yes,Yes,72.7,65.8,Yes
Female,7.86,0,3,2,46.0,7.3,No,No,64.0,61.0,No
Female,6.16,1,3,2,74.7,5.9,Yes,Yes,72.3,59.1,Yes
Female,8.89,1,0,0,58.6,7.0,No,No,79.6,72.1,No
Male,7.45,0,3,1,73.0,7.6,No,No,81.0,82.0,No
Female,7.93,2,4,2,50.3,6.2,Yes,No,59.5,80.6,No
Male,6.57,3,0,0,95.5,7.4,Yes,No,84.5,96.0,Yes
Male,8.49,2,2,1,63.2,4.5,No,Yes,92.0,79.5,Yes
Female,6.94,3,2,0,58.0,4.7,Yes,Yes,80.0,63.1,Yes
Female,7.48,0,4,0,79.8,6.6,No,No,91.1,61.9,Yes
Female,6.27,0,1,1,63.7,6.0,Yes,Yes,79.2,73.2,Yes
Female,6.2,0,1,3,100.0,8.2,No,Yes,74.5,59.2,Yes
Female,7.89,1,2,4,82.5,6.2,Yes,No,70.0,59.1,No
Male,6.76,2,2,3,57.9,8.2,Yes,Yes,82.1,64.9,Yes
Female,6.35,1,1,0,66.1,6.5,No,Yes,61.9,72.6,No
Female,6.56,1,0,1,66.0,7.0,No,Yes,81.2,65.6,Yes
Male,7.9,1,0,1,49.2,5.9,No,No,91.3,74.0,No
Male,6.57,1,1,1,84.3,6.3,Yes,Yes,80.0,68.3,Yes
Female,7.08,0,2,2,58.6,5.4,No,No,56.2,54.8,Yes
Male,7.22,2,2,2,61.3,4.9,Yes,No,71.7,84.3,Yes
Female,5.28,1,1,0,68.3,7.9,No,Yes,83.9,82.6,No
Male,5.73,3,1,0,51.3,8.1,Yes,Yes,71.1,88.9,Yes
Male,7.54,0,4,0,68.2,7.9,No,No,81.8,79.5,No
Female,6.46,0,1,1,57.5,8.2,No,Yes,60.7,72.2,Yes
Male,8.26,1,3,1,57.9,6.8,Yes,No,55.1,69.3,No
Male,8.17,1,4,3,62.6,5.8,No,Yes,75.2,82.7,Yes
Male,7.92,2,1,4,54.0,5.5,Yes,Yes,53.3,71.3,Yes
Male,9.02,5,0,1,41.5,3.9,No,Yes,87.1,77.3,Yes
Male,7.12,3,2,0,67.6,7.3,No,No,67.4,65.9,No
Male,7.85,2,0,0,30.7,6.7,Yes,No,78.5,76.1,No
Female,6.62,1,0,6,31.2,7.1,No,No,87.7,79.1,No
Female,9.65,1,3,1,65.7,7.4,No,No,75.4,76.6,Yes
Male,9.18,2,3,2,62.3,8.6,No,Yes,66.6,70.4,Yes
Female,7.21,1,0,0,68.9,6.0,Yes,No,68.2,69.0,Yes
Female,7.59,2,4,1,75.0,7.2,No,No,77.8,80.7,Yes
Female,8.56,2,2,1,35.3,5.8,No,No,66.2,75.9,Yes
Male,7.05,2,1,1,55.8,3.9,No,Yes,73.4,71.5,Yes
Female,6.54,1,1,5,58.3,6.2,No,No,75.6,81.4,No
Male,8.07,1,0,2,69.7,8.7,Yes,Yes,71.0,62.1,Yes
Female,7.28,0,2,1,68.4,6.2,Yes,Yes,54.6,57.7,No
Male,7.38,1,2,0,58.9,5.2,No,No,77.7,88.8,No
Male,6.37,1,2,1,65.7,7.1,Yes,No,80.5,55.2,Yes
Female,5.48,1,4,2,60.9,7.8,Yes,Yes,65.7,83.5,No
Female,7.44,5,0,3,51.3,7.3,Yes,Yes,78.2,81.5,Yes
Male,8.1,1,3,1,65.8,8.5,No,No,70.0,81.4,Yes
Female,6.97,0,2,1,32.8,5.1,Yes,No,57.5,77.1,No
Female,8.64,2,0,1,68.7,8.6,No,No,69.4,74.8,No
Female,6.5,1,2,2,86.2,3.4,Yes,Yes,57.1,69.2,No
Male,6.15,0,1,3,59.8,3.5,No,No,76.8,82.5,No
Male,7.13,2,4,1,95.9,4.3,No,Yes,82.4,68.3,No
Female,7.12,1,0,2,74.0,7.2,No,No,100.0,56.1,No
Female,7.97,3,2,3,86.9,4.2,No,No,88.8,66.9,Yes
Female,6.43,0,0,1,70.8,5.5,Yes,Yes,87.1,67.2,Yes
Male,8.57,0,2,1,73.3,5.9,No,Yes,57.4,78.5,Yes
Male,,1,2,1,67.1,7.6,Yes,No,78.0,75.4,Yes
Female,7.16,0,2,1,41.5,8.4,Yes,No,79.7,54.2,No
Female,8.45,1,4,3,35.5,7.9,No,No,69.9,50.4,No
Female,6.14,4,1,1,61.4,4.4,No,No,60.2,75.8,No
Female,8.28,0,2,0,56.0,6.8,No,No,79.3,58.5,No
Female,8.25,2,2,2,56.4,5.9,No,Yes,56.6,76.6,Yes
Female,8.06,1,0,3,46.0,6.3,Yes,Yes,71.6,64.0,Yes
Male,7.18,0,0,1,81.6,6.4,No,No,80.4,59.3,No
Female,4.25,3,1,2,49.5,5.8,Yes,Yes,78.2,93.3,No
Male,6.56,1,4,0,48.6,5.4,Yes,No,77.8,69.1,No
Female,6.57,1,1,1,65.6,5.8,Yes,No,72.9,81.1,Yes
Female,6.22,0,1,0,81.3,5.5,Yes,Yes,67.6,49.3,No
Male,7.32,1,1,1,77.7,8.0,No,No,69.8,75.1,Yes
Male,6.78,4,1,0,55.3,6.4,No,Yes,48.2,60.3,Yes
Male,6.38,3,2,0,61.8,8.0,No,Yes,63.8,80.2,Yes
Male,6.14,1,3,5,89.6,8.1,Yes,Yes,82.9,65.1,Yes
Female,6.48,2,2,2,81.6,8.6,No,No,74.3,60.2,No
Male,8.32,3,0,2,78.2,4.6,No,Yes,87.1,59.9,Yes
Female,6.54,0,1,0,70.8,6.9,No,No,71.2,78.2,No
Male,6.69,1,4,4,66.5,4.6,No,No,95.2,56.2,No
Female,6.74,0,2,4,95.1,9.3,Yes,Yes,73.3,63.6,Yes
Female,7.54,1,2,2,81.9,7.4,No,No,88.0,82.2,No
Female,7.66,2,1,2,66.8,5.8,Yes,Yes,83.9,77.2,Yes
Female,4.16,1,0,2,75.8,6.0,No,Yes,80.0,84.2,No
Female,8.22,1,1,2,61.3,7.8,Yes,No,88.5,69.8,Yes
Female,8.64,1,1,0,40.9,5.9,No,Yes,87.9,87.3,Yes
Male,6.15,2,3,2,49.7,4.5,Yes,Yes,73.0,67.4,Yes
Female,6.23,0,0,4,58.1,7.2,Yes,No,73.4,80.1,Yes
Male,6.75,0,3,2,57.1,8.3,No,Yes,79.6,65.8,Yes
Male,6.44,1,4,2,54.2,6.4,No,Yes,91.3,61.1,Yes
Female,7.42,0,3,1,54.8,7.6,No,Yes,80.6,69.5,Yes
Male,5.25,2,2,2,84.6,5.6,Yes,No,90.8,74.1,Yes
Female,6.08,3,1,2,92.5,6.7,No,No,78.7,54.5,Yes
Male,8.74,3,0,3,84.7,6.6,Yes,Yes,68.3,74.7,Yes
Female,6.27,2,2,4,32.6,6.0,Yes,No,61.0,66.4,No
Male,8.44,1,1,1,81.2,5.1,Yes,No,81.4,78.1,Yes
Female,7.56,0,1,3,76.0,5.4,Yes,Yes,69.6,69.8,Yes
Female,5.39,2,1,4,64.4,5.5,No,No,82.4,77.9,No
Female,7.84,2,2,2,57.5,5.8,Yes,No,77.0,76.8,No
Female,7.08,1,1,0,60.4,6.3,No,No,70.5,73.7,No
Male,6.74,1,3,0,79.8,6.7,Yes,Yes,65.7,70.5,Yes
Female,7.44,1,7,0,70.8,6.7,No,Yes,70.2,83.4,Yes
Male,7.67,0,2,1,83.3,6.3,Yes,Yes,64.1,71.3,Yes
Male,7.91,1,2,0,77.2,6.5,No,No,65.5,61.7,No
Male,8.38,0,2,2,86.6,5.2,Yes,No,49.4,59.3,Yes
Female,7.61,0,3,2,74.5,6.8,No,Yes,52.5,78.2,No
Male,5.82,2,4,2,47.9,4.2,Yes,Yes,76.4,75.4,No
Male,6.73,1,2,2,41.0,5.0,No,No,95.2,84.9,No
Male,10.0,3,4,2,74.7,4.9,No,Yes,77.3,87.3,Yes
Female,7.92,2,4,2,74.0,5.6,No,No,77.0,76.5,Yes
Female,9.57,0,2,4,55.7,6.9,No,No,86.7,64.8,No
Male,8.6,2,2,1,68.7,6.8,No,Yes,76.8,77.5,Yes
Female,7.44,1,1,2,58.2,6.9,No,Yes,76.5,82.6,Yes
Female,7.5,0,0,1,57.6,7.7,Yes,No,61.3,58.3,No
Male,7.16,1,4,0,43.5,6.8,Yes,No,74.8,68.4,No
Male,5.46,1,0,0,65.7,5.0,No,Yes,69.1,43.8,No
Female,7.22,2,3,3,57.2,6.5,No,Yes,73.6,77.4,No
Male,8.41,1,1,1,70.7,5.1,Yes,Yes,69.8,87.5,Yes
Female,6.6,0,1,2,38.7,6.0,Yes,Yes,69.9,79.6,Yes
Female,7.61,1,1,1,,7.1,No,No,72.9,55.4,Yes
Female,8.05,1,1,2,57.3,6.2,No,Yes,76.6,61.3,Yes
Female,,0,0,1,49.0,7.5,No,Yes,65.4,73.3,No
Female,,0,3,1,58.4,6.5,No,No,72.2,78.4,No
Female,6.18,0,0,0,41.0,4.2,No,No,73.9,86.5,No
Male,6.38,2,3,0,60.6,5.9,No,Yes,76.5,75.5,Yes
Male,5.91,1,5,0,66.8,7.5,Yes,Yes,86.6,58.1,Yes
Female,6.3,0,1,2,66.1,,No,Yes,85.5,69.1,No
Female,8.62,2,3,2,71.9,4.9,Yes,Yes,85.9,68.1,Yes
Female,6.28,0,2,2,56.5,5.8,No,Yes,82.5,74.0,Yes
Male,7.33,1,0,1,76.7,6.8,Yes,Yes,100.0,78.9,Yes
Female,6.7,1,4,0,69.0,5.7,Yes,Yes,76.6,56.9,Yes
Male,8.38,1,0,2,77.2,6.0,Yes,Yes,64.9,75.9,No
Female,8.51,1,3,2,89.9,6.9,No,No,93.2,57.2,No
Female,8.06,1,2,1,41.7,9.2,Yes,Yes,76.6,73.0,Yes
Male,7.51,2,1,2,59.3,7.0,No,No,92.0,87.7,No
Male,6.97,2,1,1,53.6,7.5,No,Yes,73.4,73.5,Yes
Female,6.01,3,3,0,97.1,5.2,Yes,Yes,90.8,57.1,Yes
Female,9.14,0,2,2,74.0,4.6,No,Yes,99.3,80.8,Yes
Female,6.44,0,2,2,69.3,5.2,Yes,Yes,60.7,62.1,No
Male,7.86,0,1,1,82.9,6.2,No,Yes,66.4,85.4,Yes
Male,8.26,1,3,2,65.2,6.8,No,Yes,82.7,64.8,Yes
Male,6.64,0,2,2,72.0,7.2,Yes,Yes,84.8,59.6,Yes
Male,8.24,1,0,3,58.2,7.8,Yes,No,76.4,89.4,Yes
Male,7.96,2,0,3,44.5,8.4,Yes,No,76.9,71.8,Yes
Male,8.93,0,0,0,78.5,3.4,No,Yes,67.3,68.6,No
Female,6.73,0,1,5,50.6,5.0,No,Yes,87.4,73.7,No
Female,5.91,1,0,5,76.2,9.0,No,Yes,87.5,58.7,Yes
Male,6.69,1,2,0,81.3,7.0,No,No,81.8,74.3,Yes
Female,7.41,2,2,2,31.3,6.3,No,No,61.4,76.5,No
Female,7.26,4,1,2,80.7,3.2,Yes,No,77.4,51.6,Yes
Male,6.81,2,4,0,68.8,4.6,No,Yes,73.8,82.9,No
Female,5.29,0,2,4,50.5,7.8,No,Yes,74.3,65.4,No
Male,7.67,0,1,2,38.9,5.8,Yes,No,59.3,71.0,No
Male,9.17,1,1,1,63.9,7.3,No,Yes,69.5,67.5,Yes
Female,7.66,0,2,1,62.3,5.9,No,Yes,76.7,83.9,Yes
Male,7.81,1,3,1,81.4,9.8,No,Yes,76.6,73.8,Yes
Male,7.77,3,3,1,66.0,6.4,No,Yes,74.4,72.6,Yes
Male,7.6,0,1,1,48.7,4.3,Yes,Yes,69.6,72.0,No
Male,8.13,0,0,1,41.7,7.4,No,Yes,76.4,75.0,No
